Team,Day,X,Y
Millennials,53,0.9468019910490908,0.9468019910490908
Millennials,54,1,1
Moist Talkers,28,1,0.52634
Moist Talkers,29,0.99537,0.62281
Moist Talkers,30,0.99223,0.71914
Moist Talkers,31,0.99067,0.8153
Moist Talkers,32,0.991180929747685,0.911033027908066
Moist Talkers,33,0.9964447424563501,1
Moist Talkers,34,1,0.9949018366472021
Moist Talkers,35,0.9954134769230916,1
Moist Talkers,36,1,0.9953032587018605
Moist Talkers,37,0.9951842092332619,1
Moist Talkers,38,1,0.995183649718403
Moist Talkers,39,0.9951012724512396,1
Moist Talkers,40,1,0.9950671483970139
Moist Talkers,41,0.9949903669690718,1
Moist Talkers,42,1,0.9948685732968732
Moist Talkers,43,0.9947597209341178,1
Moist Talkers,44,1,0.9946946536678302
Moist Talkers,45,0.9945168057618083,1
Moist Talkers,46,1,0.9944970289187811
Moist Talkers,47,0.994497001710968,1
Moist Talkers,48,1,0.994185446362974
Moist Talkers,49,0.9941042660221923,1
Moist Talkers,50,0.8880810267065391,0.9924945817338637
Moist Talkers,51,0.9818946733483502,0.9917334388025101
Moist Talkers,52,1,1
Moist Talkers,53,0.8932728937008392,0.9932728937008393
Moist Talkers,54,0.986292481795821,0.9924229092060282
Paws,28,-0.73364,0.36537
Paws,29,-0.68523,0.26482
Paws,30,-0.70292,0.15144
Paws,31,-0.68304,0.03989
Paws,32,-0.6173558556665518,-0.04573723641480461
Paws,33,-0.5242855499912024,-0.07588591615657275
Paws,34,-0.4363087248930487,-0.12086584545264437
Paws,35,-0.34818184418459874,-0.16017188851144837
Paws,36,-0.40485531272299197,-0.2605847551495686
Paws,37,-0.32609082429911473,-0.31924506267103625
Paws,38,-0.2774643244436349,-0.2499986815206438
Paws,39,-0.2020632839972814,-0.3118749905334885
Paws,40,-0.12415323921942376,-0.36618476530025534
Paws,41,-0.14543091085942625,-0.275837142259751
Paws,42,-0.07353939133307116,-0.34023489282718933
Paws,43,0.0001238508496105295,-0.39896532234166293
Paws,44,0.07129677369008046,-0.459219376376063
Paws,45,-0.022270274767106163,-0.5294348251449355
Paws,46,0.04877255225060076,-0.5865260656166221
Paws,47,0.09315629827602463,-0.5135732004255719
Paws,48,0.16518378872962175,-0.5680040662636805
Paws,49,0.23744128528631558,-0.6201008070017506
Paws,50,0.31251169973989373,-0.6645920457111929
Paws,51,0.3894816542047514,-0.7028675698057688
Paws,52,0.462132503836818,-0.7501019418063338
Paws,53,0.3489894440132996,-0.7831042916758949
Paws,54,0.4009100661377295,-0.714288645094635
Pies,28,-0.30205,0.40741
Pies,29,-0.24416,0.31837
Pies,30,-0.28707,0.21336
Pies,31,-0.19501,0.18724
Pies,32,-0.12397051372431195,0.1142923129613341
Pies,33,-0.06558726358887679,0.0292429079626335
Pies,34,0.00027439482908087065,-0.04696451040802904
Pies,35,-0.07130278574363995,0.022237345376989417
Pies,36,-0.14419163400568513,-0.06586520398416242
Pies,37,-0.21528561199374377,-0.1516811934477257
Pies,38,-0.3021803263297278,-0.22176623320538263
Pies,39,-0.3821227947037893,-0.16125876982090673
Pies,40,-0.4035692438684424,-0.27057791742039766
Pies,41,-0.47494365323667215,-0.3578672964288464
Pies,42,-0.5464826434084435,-0.44535795424667557
Pies,43,-0.6125241811765397,-0.3739563521664885
Pies,44,-0.6721671200249894,-0.4703212895129574
Pies,45,-0.7249943958405066,-0.5702926167690672
Pies,46,-0.7866734725498721,-0.6666686696640113
Pies,47,-0.8455002434996504,-0.7639634814330987
Pies,48,-0.9075010092505519,-0.8595755201772387
Pies,49,-0.9703727570026486,-0.9550223180515033
Pies,50,-0.8786903822151148,-0.9756529388008274
Pies,51,-0.9912908653179108,-0.9982520608096164
Pies,52,-1,-1
Pies,53,-1,-1
Pies,54,-1,-1
Queens,28,-0.95919,0.45555
Queens,29,-0.93818,0.34812
Queens,30,-0.91792,0.24051
Queens,31,-0.83954,0.16879
Queens,32,-0.756568910552648,0.10469318741658559
Queens,33,-0.692538993922258,0.019487400148289563
Queens,34,-0.7256529843908082,0.10436888430699642
Queens,35,-0.690252783285272,0.001280458501156323
Queens,36,-0.6889466505179399,0.0907006362831291
Queens,37,-0.7247012507553531,0.17353413868379947
Queens,38,-0.6972144910607844,0.25687774451612855
Queens,39,-0.7756387565970404,0.31045430974166627
Queens,40,-0.8086591392489264,0.39340131305448084
Queens,41,-0.840420430042717,0.4765414732138541
Queens,42,-0.8709137661484133,0.5598644821094821
Queens,43,-0.8992402492184672,0.643685020786233
Queens,44,-0.9272274674812706,0.7272527073936115
Queens,45,-0.9535450152099086,0.8111013794324146
Queens,46,-0.9777293484089327,0.8966439260612146
Queens,47,-0.9989294389536616,0.9828148574280846
Queens,48,-1,1
Queens,49,-1,0.9881937739561857
Queens,50,-1,1
Queens,51,-1,0.9881723656724188
Queens,52,-1,1
Queens,53,-1,0.9878323656724188
Queens,54,-1,1
---- -------,28,-0.24368,0.73829
---- -------,29,-0.19272,0.65602
---- -------,30,-0.15664,0.56685
---- -------,31,-0.11287,0.4805
---- -------,32,-0.06246636967096705,0.3970342780737828
---- -------,33,-0.0077780641477124615,0.31565082909523634
---- -------,34,-0.10179871602674778,0.34493074079806313
---- -------,35,-0.0008274669019775749,0.3651320803725221
---- -------,36,0.07721594252476005,0.302988517399332
---- -------,37,0.10486287235860606,0.20921749357551722
---- -------,38,0.20197167420001763,0.17977741483666693
---- -------,39,0.2824126742141271,0.1195767376285187
---- -------,40,0.33185811756609623,0.03336674211091467
---- -------,41,0.3941535739120302,-0.04485740998347898
---- -------,42,0.46387027331227315,-0.11710567022357087
---- -------,43,0.4897607984939092,-0.21292140443624968
---- -------,44,0.512192819514832,-0.3097154233092552
---- -------,45,0.5724882046702918,-0.3902113819162099
---- -------,46,0.6341609668463062,-0.46973652273765043
---- -------,47,0.5943153700499663,-0.5600408609263469
---- -------,48,0.6560074134346686,-0.6395139350502372
---- -------,49,0.7277974731860221,-0.7103702827450193
---- -------,50,0.7966688389209763,-0.7839303206180265
---- -------,51,0.866544761790453,-0.8563842161569071
---- -------,52,0.937453472460841,-0.9278552675918672
---- -------,53,1,-0.9882137326071206
---- -------,54,1,-1
Spies,28,-0.66301,0.27391
Spies,29,-0.58069,0.20598
Spies,30,-0.49043,0.16198
Spies,31,-0.42959,0.07171
Spies,32,-0.389581682964769,-0.03254781030397924
Spies,33,-0.38101697565268317,-0.14739140937633394
Spies,34,-0.31305912778030137,-0.2239703981878648
Spies,35,-0.24431655064290841,-0.296023580414372
Spies,36,-0.17203467295280966,-0.3590095171312218
Spies,37,-0.09764689782812606,-0.41428339356769306
Spies,38,-0.024325691923639717,-0.46840185475213664
Spies,39,0.044154484987798434,-0.5284931114949056
Spies,40,0.11485430546292684,-0.5813040899136858
Spies,41,0.18641566858271175,-0.6299564974876475
Spies,42,0.25724669312797,-0.6776706167974382
Spies,43,0.3280887272326063,-0.7228365094781606
Spies,44,0.39989985850690823,-0.7653061220725079
Spies,45,0.4722404644545951,-0.8052143622972984
Spies,46,0.5462926115672923,-0.8378915174667539
Spies,47,0.6210769591569698,-0.867701696147941
Spies,48,0.6963273737112922,-0.8930172225029255
Spies,49,0.7680125763436764,-0.9276774504777733
Spies,50,0.8404898439101333,-0.9583803624725491
Spies,51,0.8841040351593816,-0.8845920553491237
Spies,52,0.9332115538431922,-0.9555199334392966
Spies,53,1,-0.9796327283959566
Spies,54,0.9750925867664328,-1
Steaks,28,-0.40197,0.21618
Steaks,29,-0.31364,0.17832
Steaks,30,-0.22572,0.16807
Steaks,31,-0.14195,0.17365
Steaks,32,-0.07486137625959796,0.21322975489001555
Steaks,33,-0.008312652177212013,0.253746181684255
Steaks,34,0.052293576338900284,0.16939032502182988
Steaks,35,0.07783797330717743,0.24295438311379075
Steaks,36,0.1624932075596238,0.2258665022590468
Steaks,37,0.21960661726174982,0.27653346279491864
Steaks,38,0.2978252245327564,0.2907611489946307
Steaks,39,0.3397176535741279,0.35396465133551785
Steaks,40,0.3937291905562439,0.40624586217457587
Steaks,41,0.4474655849137129,0.45834823378826073
Steaks,42,0.5007474426884656,0.5100873025907972
Steaks,43,0.38795622148573794,0.5232815665098904
Steaks,44,0.44989659109736174,0.5661256740928599
Steaks,45,0.5110973469430442,0.6093486825488971
Steaks,46,0.5717183428644405,0.6531317190076866
Steaks,47,0.6314790659523195,0.6971905736271851
Steaks,48,0.6903563953829072,0.7415505495036728
Steaks,49,0.7486228027520767,0.7865636415049556
Steaks,50,0.8061255267702931,0.8319047550373075
Steaks,51,0.8626021527863076,0.8780625846183153
Steaks,52,0.9179333090614364,0.9248155516888203
Steaks,53,0.9719338422559911,0.9725617529806302
Steaks,54,1,1
--------,28,-0.52778,0.60014
--------,29,-0.46137,0.52403
--------,30,-0.37642,0.47053
--------,31,-0.30253,0.40199
--------,32,-0.2254001819805102,0.3375381829074596
--------,33,-0.14358302104817,0.27970509306107944
--------,34,-0.077192047052675,0.20397613202792342
--------,35,-0.010592275897704742,0.12869155701599663
--------,36,0.05999871249887666,0.057621657060873424
--------,37,0.1261555283147083,-0.017566187322929
--------,38,0.1898714673825801,-0.0946799478205877
--------,39,0.25356574241901275,-0.17148461080993727
--------,40,0.31712666348705437,-0.24800944111862858
--------,41,0.380795066435253,-0.3240757910424673
--------,42,0.4447318800295502,-0.3995808483259566
--------,43,0.5088058760149198,-0.47458721098406237
--------,44,0.5729633042483321,-0.5490763701816853
--------,45,0.6371701552627522,-0.6229896818072855
--------,46,0.7013291706075309,-0.6961655859970511
--------,47,0.7681878915034195,-0.765839840308223
--------,48,0.8307728741901007,-0.8392601722729333
--------,49,0.8965637837399438,-0.9087194737177634
--------,50,0.9648330704150688,-0.9750772528901025
--------,51,1,-1
--------,52,0.9220073048824523,-0.9291120616509543
--------,53,0.8448631018656849,-0.8573574337324075
--------,54,0.7693306781228542,-0.78412654064369
Tacos,28,-1,0.37493
Tacos,29,-0.93304,0.28615
Tacos,30,-0.84297,0.22978
Tacos,31,-0.7643,0.15578
Tacos,32,-0.6875381866403413,0.08072313956311436
Tacos,33,-0.6167963623696465,0.000020255423506171377
Tacos,34,-0.5579913795548945,-0.0908357916464059
Tacos,35,-0.48990330206092647,-0.17114193003657024
Tacos,36,-0.41176059448349955,-0.23489322486518543
Tacos,37,-0.35184339840426976,-0.3194108087846937
Tacos,38,-0.2742978875203115,-0.3771600070317061
Tacos,39,-0.19967969192935875,-0.4370674048501286
Tacos,40,-0.14137086917969402,-0.516123859620427
Tacos,41,-0.06377433824333284,-0.5628115881967926
Tacos,42,0.0032299412196564875,-0.6265814173165579
Tacos,43,0.07843315725680587,-0.6730645262086166
Tacos,44,0.1558269702338025,-0.711607559870298
Tacos,45,0.23325617924679795,-0.7485368556702499
Tacos,46,0.3112660837228901,-0.7811085784772174
Tacos,47,0.3001460025329839,-0.8838859670017633
Tacos,48,0.37694923790578677,-0.8553643267207445
Tacos,49,0.4555538320469985,-0.8799524397363632
Tacos,50,0.5347814717591844,-0.900548274246514
Tacos,51,0.6141739529427914,-0.9186944506108076
Tacos,52,0.6910997381739581,-0.8928284309859915
Tacos,53,0.7681854152124944,-0.9203725659698286
Tacos,54,0.846441320769539,-0.9423679471988663
Tigers,28,-0.23943,0.23129
Tigers,29,-0.16202,0.25633
Tigers,30,-0.07634,0.2554
Tigers,31,-0.01549,0.3037
Tigers,32,0.049107656268125535,0.3473469765344684
Tigers,33,0.12489372223330215,0.37294786756905646
Tigers,34,0.19301241454956744,0.4111685379852916
Tigers,35,0.2597316417018622,0.4511108236885728
Tigers,36,0.3256616401188959,0.4919249430518791
Tigers,37,0.3913717031211621,0.5346010575180055
Tigers,38,0.4556492101035357,0.5784358770858493
Tigers,39,0.5344900598460919,0.5944748232744527
Tigers,40,0.5815430361972979,0.6551806341438282
Tigers,41,0.642540063688625,0.7021257220426271
Tigers,42,0.7032564590832036,0.7493576389657141
Tigers,43,0.7633867327086794,0.7971790935285888
Tigers,44,0.8116953815527974,0.8561041637661111
Tigers,45,0.874604648556981,0.8995656805874651
Tigers,46,0.9338146811122379,0.9429881045723797
Tigers,47,0.9920339108515911,0.9875788160144812
Tigers,48,1,1
Tigers,49,0.9805523195999651,0.9805523195999651
Tigers,50,1,1
Tigers,51,0.9804674667862228,0.9804674667862228
Tigers,52,1,1
Tigers,53,0.980178197804782,0.980178197804782
Tigers,54,1,1
Wild Wings,28,-0.44649,0.23179
Wild Wings,29,-0.38548,0.14011
Wild Wings,30,-0.36946,0.02413
Wild Wings,31,-0.29639,-0.04792
Wild Wings,32,-0.2425284503975227,-0.13998186903943474
Wild Wings,33,-0.31729007297570905,-0.2367235516542534
Wild Wings,34,-0.396634174725839,-0.32980738303835255
Wild Wings,35,-0.47726918709231253,-0.4217823866079159
Wild Wings,36,-0.46929827108121863,-0.3412393966427756
Wild Wings,37,-0.5121119022809096,-0.4546310751629288
Wild Wings,38,-0.5935535975492091,-0.5467510791492174
Wild Wings,39,-0.6533632589089063,-0.6534752624790383
Wild Wings,40,-0.7403254190166494,-0.7404093237985
Wild Wings,41,-0.8274714565918954,-0.8275272031718757
Wild Wings,42,-0.8439067068178807,-0.8439571429201098
Wild Wings,43,-0.9314986573964497,-0.9305919668825722
Wild Wings,44,-1,-1
Wild Wings,45,-0.9000003675682184,-0.9997288662533388
Wild Wings,46,-0.9347584980742681,-0.9004666121500974
Wild Wings,47,-1,-0.8579242802631952
Wild Wings,48,-0.9997080942252989,-0.981211143709433
Wild Wings,49,-0.9274385709293009,-0.9357673142457943
Wild Wings,50,-0.8760247982749586,-0.8792653906233301
Wild Wings,51,-0.9867540811833734,-0.8606426804127758
Wild Wings,52,-0.9984529161328582,-0.9844502306850839
Wild Wings,53,-1,-1
Wild Wings,54,-0.9292893218813453,-0.9292893218813453
Worms,28,-0.12178,0.10233
Worms,29,-0.1971,-0.00299
Worms,30,-0.2694,-0.11041
Worms,31,-0.32859,-0.22511
Worms,32,-0.40946984271755005,-0.3270511424300299
Worms,33,-0.4948048474352422,-0.42545234495589107
Worms,34,-0.5807321182618747,-0.5234440619593999
Worms,35,-0.6670445386752912,-0.6215500659398381
Worms,36,-0.7139375521407615,-0.7413002869888037
Worms,37,-0.7999957103236757,-0.8397375062016055
Worms,38,-0.9024589144942117,-0.9218248301272147
Worms,39,-1,-1
Worms,40,-1,-0.9
Worms,41,-0.9999882679845729,-1
Worms,42,-1,-1
Worms,43,-1,-1
Worms,44,-0.9,-1
Worms,45,-1,-1
Worms,46,-0.9292893218813453,-0.9292893218813453
Worms,47,-1,-1
Worms,48,-0.9,-1
Worms,49,-1,-0.9999759321214743
Worms,50,-0.9998191684732074,-1
Worms,51,-1,-1
Worms,52,-0.9292893218813453,-0.9292893218813453
Worms,53,-1,-1
Worms,54,-0.9292893218813453,-0.9292893218813453